user_id,last_target_date,channel,personalization_score,past_7d_sessions,past_30d_purchases,days_since_last_purchase,is_pro_customer,product_price,treatment_variant,converted_7d,num_previous_targets
2323,2025-10-01,push,0.04,4,0,2,0,42.83,personalized_text,1,3
2324,2025-10-01,email,0.14,1,1,15,0,137.23,personalized_text,0,4
2325,2025-10-01,text,0.07,3,2,39,1,165.24,control,1,3
2326,2025-10-01,email,0.41,3,2,20,1,116.03,control,0,3
2327,2025-10-01,email,0.16,3,0,29,0,114.7,personalized_text,0,2
2328,2025-10-01,push,0.29,3,2,55,0,40.29,personalized_text,0,2
2329,2025-10-01,push,0.25,1,0,1,0,88.7,control,1,0
2330,2025-10-01,email,0.23,1,0,77,0,38.6,control,0,4
2331,2025-10-01,email,0.1,0,0,12,0,194.84,personalized_text,0,2
2332,2025-10-01,push,0.19,1,0,1,0,140.12,personalized_text,0,0
2333,2025-10-01,email,0.48,1,1,54,0,19.2,control,1,5
2334,2025-10-01,text,0.4,1,3,81,0,100.59,control,0,1
2335,2025-10-01,text,0.53,4,0,43,1,131.21,control,0,0
2336,2025-10-01,push,0.56,0,1,48,0,28.17,personalized_text,0,4
2337,2025-10-01,email,0.24,2,1,61,0,136.35,control,1,0
2338,2025-10-01,push,0.39,6,1,22,0,43.69,control,0,5
2339,2025-10-01,email,0.2,3,1,34,1,87.5,personalized_text,0,0
2340,2025-10-01,email,0.27,0,1,10,0,128.86,control,0,2
2341,2025-10-01,email,0.28,2,4,8,0,79.36,personalized_text,0,4
2342,2025-10-01,email,0.39,2,2,28,0,82.37,personalized_text,0,0
2343,2025-10-01,push,0.46,2,1,39,1,170.29,control,0,3
2344,2025-10-01,push,0.25,3,2,15,1,68.76,control,0,0
2345,2025-10-01,push,0.28,0,0,15,0,134.49,personalized_text,1,1
2346,2025-10-01,email,0.23,5,1,92,0,171.34,control,0,1
2347,2025-10-01,email,0.28,5,5,21,0,39.0,personalized_text,0,0
2348,2025-10-01,email,0.26,0,1,128,0,18.73,personalized_text,1,5
2349,2025-10-01,text,0.35,2,0,59,0,166.85,control,0,0
2350,2025-10-01,email,0.14,1,2,30,0,114.71,control,0,3
2351,2025-10-01,push,0.16,5,3,0,0,167.26,personalized_text,0,0
2352,2025-10-01,email,0.44,5,0,10,0,50.48,personalized_text,1,2
2353,2025-10-01,email,0.33,3,0,16,0,168.2,personalized_text,0,4
2354,2025-10-01,push,0.19,4,1,31,0,28.11,control,0,5
2355,2025-10-01,email,0.58,1,1,15,0,177.81,personalized_text,0,3
2356,2025-10-01,push,0.04,0,0,52,0,166.28,control,0,0
2357,2025-10-01,text,0.26,3,1,32,1,117.79,control,0,5
2358,2025-10-01,email,0.24,4,3,12,0,125.58,personalized_text,1,2
2359,2025-10-01,email,0.45,1,1,46,0,75.71,control,0,5
2360,2025-10-01,email,0.2,2,1,10,0,48.31,control,0,0
2361,2025-10-01,text,0.24,3,0,1,0,96.53,control,0,3
2362,2025-10-01,email,0.28,0,0,5,1,134.92,personalized_text,0,3
2363,2025-10-01,push,0.11,1,3,0,0,199.71,control,1,1
2364,2025-10-01,push,0.3,1,1,53,0,165.28,control,0,1
2365,2025-10-01,push,0.27,1,1,29,0,92.52,control,0,0
2366,2025-10-01,email,0.48,3,0,25,0,151.22,control,1,4
2367,2025-10-01,push,0.69,4,1,32,0,30.53,personalized_text,0,2
2368,2025-10-01,text,0.48,2,1,31,0,88.86,control,0,1
2369,2025-10-01,email,0.23,1,0,25,1,90.74,control,0,1
2370,2025-10-01,email,0.11,4,0,55,0,199.78,personalized_text,0,4
2371,2025-10-01,text,0.16,5,1,17,0,84.29,control,0,5
2372,2025-10-01,email,0.18,2,0,49,0,25.82,personalized_text,0,3
2373,2025-10-01,push,0.1,1,2,46,0,22.77,control,0,0
2374,2025-10-01,email,0.45,2,2,6,0,142.69,control,0,0
2375,2025-10-01,email,0.4,1,1,18,0,64.93,control,0,2
2376,2025-10-01,push,0.25,1,0,54,0,175.09,control,0,4
2377,2025-10-01,email,0.24,0,1,53,0,101.76,personalized_text,1,5
2378,2025-10-01,email,0.36,2,2,0,0,72.77,control,1,4
2379,2025-10-01,email,0.3,2,3,7,0,154.23,personalized_text,0,4
2380,2025-10-01,email,0.21,1,2,16,1,89.33,control,0,3
2381,2025-10-01,email,0.22,2,0,1,0,150.1,control,0,4
2382,2025-10-01,email,0.44,2,1,9,0,145.68,control,0,3
2383,2025-10-01,text,0.15,4,1,8,0,147.41,control,0,0
2384,2025-10-01,email,0.44,2,3,7,0,172.85,personalized_text,0,3
2385,2025-10-01,push,0.33,6,1,15,0,171.2,control,0,0
2386,2025-10-01,email,0.57,2,0,50,0,136.28,personalized_text,0,2
2387,2025-10-01,push,0.22,0,0,8,1,191.82,personalized_text,0,4
2388,2025-10-01,email,0.1,1,2,26,0,13.94,control,0,2
2389,2025-10-01,text,0.31,3,2,24,0,186.78,control,0,4
2390,2025-10-01,email,0.14,0,0,51,0,38.17,personalized_text,0,5
2391,2025-10-01,email,0.13,0,1,15,1,50.21,control,0,2
2392,2025-10-01,email,0.54,2,1,7,0,165.31,personalized_text,1,1
2393,2025-10-01,email,0.46,1,2,66,0,86.08,control,0,1
2394,2025-10-01,email,0.25,2,0,53,0,90.81,control,1,3
2395,2025-10-01,email,0.29,3,1,29,0,59.63,control,1,5
2396,2025-10-01,push,0.28,2,1,2,0,52.64,personalized_text,0,2
2397,2025-10-01,email,0.36,0,2,0,0,30.19,control,1,4
2398,2025-10-01,email,0.22,2,0,6,0,47.39,control,0,0
2399,2025-10-01,push,0.01,2,1,6,0,117.68,control,1,3
2400,2025-10-01,push,0.08,1,0,4,1,144.26,personalized_text,0,5
2401,2025-10-01,email,0.17,0,1,9,0,150.38,control,0,3
2402,2025-10-01,email,0.21,1,0,12,0,80.32,personalized_text,0,5
2403,2025-10-01,email,0.38,1,1,42,1,185.17,control,0,1
2404,2025-10-01,push,0.48,0,1,37,0,72.46,personalized_text,0,5
2405,2025-10-01,push,0.17,1,1,3,0,31.12,control,0,2
2406,2025-10-01,email,0.27,4,1,113,0,189.59,control,0,2
2407,2025-10-01,push,0.38,4,2,41,0,112.73,control,1,5
2408,2025-10-01,push,0.17,2,0,5,0,194.56,personalized_text,0,3
2409,2025-10-01,email,0.46,5,0,3,0,84.8,personalized_text,0,1
2410,2025-10-01,push,0.08,1,4,2,0,153.9,control,0,0
2411,2025-10-01,email,0.25,3,0,39,1,30.89,control,0,1
2412,2025-10-01,email,0.24,3,2,8,0,172.28,personalized_text,0,2
2413,2025-10-01,email,0.37,3,1,2,0,42.43,control,1,0
2414,2025-10-01,email,0.11,1,0,16,0,23.05,control,0,3
2415,2025-10-01,email,0.47,0,1,37,0,28.57,personalized_text,0,0
2416,2025-10-01,text,0.4,3,0,10,0,115.9,personalized_text,0,3
2417,2025-10-01,email,0.25,2,1,19,0,65.46,control,0,1
2418,2025-10-01,email,0.22,2,0,6,0,192.58,personalized_text,0,0
2419,2025-10-01,email,0.36,2,0,16,0,172.01,control,0,4
2420,2025-10-01,text,0.41,3,1,13,0,162.63,control,1,2
2421,2025-10-01,email,0.43,0,0,17,0,163.83,control,0,3
2422,2025-10-01,email,0.17,2,0,18,0,179.23,personalized_text,0,0
2423,2025-10-01,email,0.15,2,0,2,0,174.39,control,0,0
2424,2025-10-01,email,0.15,3,2,2,1,186.36,control,0,5
2425,2025-10-01,text,0.45,2,2,9,0,187.53,personalized_text,0,4
2426,2025-10-01,text,0.25,3,1,3,0,66.68,personalized_text,0,5
2427,2025-10-01,email,0.12,0,0,8,0,51.72,personalized_text,0,5
2428,2025-10-01,text,0.38,2,2,0,0,132.19,personalized_text,0,5
2429,2025-10-01,push,0.4,3,0,12,0,33.43,personalized_text,0,1
2430,2025-10-01,push,0.22,3,0,7,0,50.12,personalized_text,0,4
2431,2025-10-01,email,0.09,1,1,66,0,156.86,personalized_text,0,0
2432,2025-10-01,email,0.74,2,1,58,0,133.37,personalized_text,0,2
2433,2025-10-01,email,0.24,1,1,10,0,133.66,control,0,0
2434,2025-10-01,push,0.36,2,3,19,0,190.62,control,0,0
2435,2025-10-01,email,0.23,2,0,93,0,136.85,personalized_text,0,0
2436,2025-10-01,email,0.15,1,1,22,0,91.85,control,1,5
2437,2025-10-01,email,0.33,0,2,56,0,63.26,control,0,4
2438,2025-10-01,push,0.12,1,2,52,0,74.33,control,0,4
2439,2025-10-01,email,0.37,3,0,85,0,62.78,control,0,3
2440,2025-10-01,push,0.59,2,0,10,0,16.65,personalized_text,0,3
2441,2025-10-01,text,0.2,3,2,1,0,59.7,personalized_text,0,5
2442,2025-10-01,email,0.19,0,1,3,0,168.72,personalized_text,0,5
2443,2025-10-01,push,0.13,3,1,25,0,148.36,personalized_text,0,3
2444,2025-10-01,email,0.19,2,2,22,1,128.15,control,0,0
2445,2025-10-01,push,0.22,2,0,10,0,181.42,personalized_text,0,3
2446,2025-10-01,email,0.46,0,1,8,0,60.18,control,0,3
2447,2025-10-01,push,0.33,0,1,37,1,119.76,personalized_text,1,1
2448,2025-10-01,push,0.44,1,1,12,0,15.95,personalized_text,0,5
2449,2025-10-01,text,0.2,2,1,27,0,179.48,control,0,5
2450,2025-10-01,push,0.31,3,2,37,0,95.07,control,0,4
2451,2025-10-01,email,0.3,2,3,16,0,43.8,control,0,3
2452,2025-10-01,push,0.04,0,1,6,0,55.47,personalized_text,0,4
2453,2025-10-01,push,0.04,2,0,59,0,171.17,personalized_text,0,2
2454,2025-10-01,email,0.05,1,2,2,0,30.67,control,0,5
2455,2025-10-01,email,0.24,3,1,53,0,185.79,personalized_text,0,1
2456,2025-10-01,text,0.41,1,1,54,0,80.96,control,0,2
2457,2025-10-01,push,0.15,4,1,25,0,57.71,control,0,5
2458,2025-10-01,push,0.09,3,4,29,0,73.05,personalized_text,1,4
2459,2025-10-01,email,0.18,2,5,13,0,87.71,personalized_text,1,4
2460,2025-10-01,push,0.26,1,0,55,0,114.14,control,0,2
2461,2025-10-01,email,0.14,0,2,9,0,121.49,personalized_text,1,3
2462,2025-10-01,push,0.1,6,1,24,0,95.09,personalized_text,0,1
2463,2025-10-01,email,0.1,5,0,0,1,94.81,control,0,4
2464,2025-10-01,push,0.68,1,0,84,0,64.21,control,1,0
2465,2025-10-01,text,0.08,2,0,88,0,82.92,control,0,1
2466,2025-10-01,email,0.35,3,3,37,0,98.76,personalized_text,0,2
2467,2025-10-01,text,0.67,3,0,16,0,123.54,personalized_text,0,4
2468,2025-10-01,email,0.45,8,2,5,0,34.83,control,1,4
2469,2025-10-01,push,0.1,2,0,20,0,155.16,personalized_text,0,5
2470,2025-10-01,push,0.58,3,2,47,0,139.31,personalized_text,0,2
2471,2025-10-01,email,0.09,2,0,27,0,66.77,personalized_text,1,0
2472,2025-10-01,push,0.17,1,0,22,0,97.28,control,0,5
2473,2025-10-01,push,0.22,2,0,56,0,189.92,control,0,0
2474,2025-10-01,email,0.11,1,4,11,0,13.89,personalized_text,0,4
2475,2025-10-01,email,0.29,0,1,58,0,164.16,control,0,3
2476,2025-10-01,push,0.15,2,2,17,0,107.23,personalized_text,1,0
2477,2025-10-01,push,0.67,4,1,0,0,127.57,control,1,0
2478,2025-10-01,push,0.21,1,2,39,0,140.06,personalized_text,0,3
2479,2025-10-01,push,0.4,1,1,63,0,96.64,control,0,5
2480,2025-10-01,email,0.58,1,0,19,0,46.45,personalized_text,0,0
2481,2025-10-01,push,0.35,6,1,18,1,182.82,control,0,3
2482,2025-10-01,email,0.66,1,0,49,0,150.64,personalized_text,0,2
2483,2025-10-01,email,0.44,1,0,64,1,116.32,personalized_text,0,5
2484,2025-10-01,email,0.32,1,0,109,0,95.21,control,0,1
2485,2025-10-01,email,0.23,3,1,12,0,104.87,personalized_text,0,1
2486,2025-10-01,email,0.07,3,1,27,1,166.47,control,0,2
2487,2025-10-01,email,0.24,5,0,51,1,12.38,personalized_text,0,0
2488,2025-10-01,push,0.13,2,1,22,0,174.41,personalized_text,0,1
2489,2025-10-01,email,0.5,1,0,18,0,18.88,personalized_text,0,2
2490,2025-10-01,email,0.13,2,0,25,1,127.02,control,0,1
2491,2025-10-01,email,0.28,5,0,13,0,73.29,personalized_text,0,0
2492,2025-10-01,email,0.39,5,0,6,0,138.86,personalized_text,0,5
2493,2025-10-01,email,0.12,3,0,2,1,26.25,control,1,3
2494,2025-10-01,email,0.29,2,1,28,0,115.68,personalized_text,0,2
2495,2025-10-01,push,0.18,6,0,14,0,172.49,control,1,5
2496,2025-10-01,push,0.36,3,1,64,0,103.98,control,0,1
2497,2025-10-01,push,0.09,1,1,7,0,26.03,personalized_text,0,0
2498,2025-10-01,email,0.66,3,2,11,0,17.1,personalized_text,0,5
2499,2025-10-01,email,0.31,1,1,105,0,128.03,personalized_text,0,1
2500,2025-10-01,push,0.59,3,2,24,0,23.21,personalized_text,0,0
2501,2025-10-01,email,0.45,1,1,12,0,23.54,control,0,0
2502,2025-10-01,email,0.16,4,1,59,0,90.83,personalized_text,0,0
2503,2025-10-01,email,0.41,1,1,40,0,49.81,personalized_text,0,0
2504,2025-10-01,email,0.54,0,1,25,0,48.8,control,0,2
2505,2025-10-01,email,0.47,3,2,65,0,101.39,control,0,5
2506,2025-10-01,email,0.31,1,2,2,1,63.35,control,0,3
2507,2025-10-01,email,0.15,0,0,15,0,51.66,personalized_text,1,2
2508,2025-10-01,email,0.38,3,1,49,0,107.74,personalized_text,0,1
2509,2025-10-01,push,0.36,1,0,14,0,65.27,personalized_text,0,2
2510,2025-10-01,push,0.2,1,0,78,0,25.24,personalized_text,0,2
2511,2025-10-01,push,0.11,2,1,4,0,139.72,control,0,1
2512,2025-10-01,push,0.32,2,1,12,1,121.27,personalized_text,0,3
2513,2025-10-01,text,0.13,3,2,16,0,50.3,control,0,2
2514,2025-10-01,email,0.2,1,1,34,0,120.63,personalized_text,0,0
2515,2025-10-01,email,0.39,1,1,6,1,191.56,personalized_text,0,2
2516,2025-10-01,email,0.13,3,0,0,1,191.73,personalized_text,0,1
2517,2025-10-01,push,0.08,3,1,112,0,111.07,control,0,3
2518,2025-10-01,push,0.06,1,1,68,0,28.63,control,0,2
2519,2025-10-01,email,0.35,2,1,10,0,97.06,personalized_text,0,2
2520,2025-10-01,text,0.36,2,0,19,0,15.13,personalized_text,0,1
2521,2025-10-01,email,0.21,0,0,20,0,88.89,control,0,4
2522,2025-10-01,text,0.45,1,2,61,0,182.79,control,1,4
2523,2025-10-01,email,0.23,2,0,27,0,98.81,personalized_text,0,5
2524,2025-10-01,email,0.24,2,0,52,0,114.59,personalized_text,0,2
2525,2025-10-01,email,0.21,1,2,72,1,40.03,personalized_text,0,5
2526,2025-10-01,email,0.06,3,1,25,0,12.97,personalized_text,0,0
2527,2025-10-01,email,0.17,4,0,10,0,198.74,personalized_text,1,2
2528,2025-10-01,email,0.06,0,0,20,0,74.27,personalized_text,0,5
2529,2025-10-01,push,0.18,3,1,57,0,63.08,personalized_text,0,4
2530,2025-10-01,email,0.4,2,1,26,0,118.54,personalized_text,0,2
2531,2025-10-01,email,0.05,2,1,67,0,151.61,personalized_text,0,0
2532,2025-10-01,push,0.18,4,0,67,1,57.77,control,0,3
2533,2025-10-01,push,0.17,0,0,14,0,109.58,control,0,2
2534,2025-10-01,email,0.37,3,2,17,0,73.2,control,1,1
2535,2025-10-01,email,0.14,1,1,33,0,101.38,personalized_text,0,0
2536,2025-10-01,email,0.43,1,0,3,0,40.65,control,0,2
2537,2025-10-01,email,0.15,2,3,18,0,106.92,control,0,4
2538,2025-10-01,push,0.44,2,1,4,1,19.0,control,0,5
2539,2025-10-01,email,0.41,1,0,56,0,169.6,control,0,2
2540,2025-10-01,email,0.27,0,0,85,0,129.26,personalized_text,0,5
2541,2025-10-01,push,0.23,3,2,4,0,188.88,control,0,4
2542,2025-10-01,email,0.09,5,1,33,0,123.95,control,0,1
2543,2025-10-01,email,0.27,0,1,30,0,44.61,personalized_text,0,3
2544,2025-10-01,email,0.44,1,1,42,0,101.97,control,0,4
2545,2025-10-01,text,0.11,0,1,35,0,136.29,personalized_text,0,2
2546,2025-10-01,email,0.45,1,0,7,0,81.1,personalized_text,0,1
2547,2025-10-01,push,0.49,3,3,10,1,115.0,control,0,0
2548,2025-10-01,email,0.14,0,3,5,0,40.91,control,1,2
2549,2025-10-01,email,0.27,1,2,76,0,157.65,personalized_text,0,5
2550,2025-10-01,push,0.62,3,1,22,0,182.81,personalized_text,0,5
2551,2025-10-01,text,0.17,1,1,112,0,69.83,control,1,5
2552,2025-10-01,push,0.42,1,0,17,0,160.73,personalized_text,0,0
2553,2025-10-01,push,0.14,3,2,24,1,27.47,personalized_text,0,5
2554,2025-10-01,push,0.24,1,1,46,0,56.87,personalized_text,0,5
2555,2025-10-01,email,0.16,2,0,47,0,97.76,personalized_text,0,4
2556,2025-10-01,email,0.23,3,0,7,0,83.42,control,1,5
2557,2025-10-01,push,0.38,3,0,10,1,127.73,control,0,1
2558,2025-10-01,email,0.27,2,1,3,0,116.97,control,0,3
2559,2025-10-01,push,0.27,4,0,49,0,26.58,personalized_text,1,2
2560,2025-10-01,text,0.14,1,0,47,0,35.02,control,0,1
2561,2025-10-01,email,0.56,0,2,2,1,19.83,control,0,1
2562,2025-10-01,email,0.55,3,0,8,0,191.0,control,0,3
2563,2025-10-01,push,0.37,2,1,17,0,132.62,control,0,5
2564,2025-10-01,email,0.67,4,1,23,0,172.56,personalized_text,0,4
2565,2025-10-01,push,0.4,1,2,22,0,112.84,control,1,5
2566,2025-10-01,email,0.03,1,0,122,0,46.83,personalized_text,0,5
2567,2025-10-01,push,0.09,2,1,43,0,129.05,personalized_text,0,3
2568,2025-10-01,email,0.18,1,0,3,0,106.01,control,0,3
2569,2025-10-01,push,0.38,3,0,10,1,87.56,personalized_text,0,3
2570,2025-10-01,email,0.07,2,1,12,1,80.64,personalized_text,1,5
2571,2025-10-01,email,0.28,4,0,11,0,133.51,control,0,0
2572,2025-10-01,email,0.41,1,3,46,0,127.37,control,0,5
2573,2025-10-01,push,0.19,1,3,13,0,38.8,personalized_text,1,2
2574,2025-10-01,push,0.3,3,0,20,0,165.08,control,0,3
2575,2025-10-01,email,0.34,3,1,22,0,130.86,personalized_text,0,2
2576,2025-10-01,email,0.36,0,1,9,0,111.8,control,0,5
2577,2025-10-01,email,0.22,2,0,11,1,152.29,personalized_text,0,5
2578,2025-10-01,push,0.45,3,0,45,0,39.2,control,1,3
2579,2025-10-01,push,0.2,2,1,60,0,184.75,control,0,4
2580,2025-10-01,email,0.28,0,1,1,0,61.41,personalized_text,0,4
2581,2025-10-01,email,0.26,2,1,27,0,59.92,control,0,3
2582,2025-10-01,email,0.23,2,0,30,0,164.83,control,0,1
2583,2025-10-01,email,0.31,4,1,40,0,73.46,control,1,2
2584,2025-10-01,email,0.51,1,0,35,1,167.83,control,0,4
2585,2025-10-01,text,0.06,2,3,62,1,72.32,control,0,0
2586,2025-10-01,email,0.24,1,1,2,0,114.63,personalized_text,0,1
2587,2025-10-01,push,0.1,6,1,14,0,53.86,personalized_text,0,4
2588,2025-10-01,email,0.06,0,0,45,0,148.99,control,0,1
2589,2025-10-01,email,0.16,2,1,56,0,41.72,personalized_text,0,5
2590,2025-10-01,push,0.55,3,1,9,0,180.89,control,0,2
2591,2025-10-01,push,0.32,1,0,26,0,80.61,personalized_text,0,5
2592,2025-10-01,text,0.21,3,1,5,0,99.6,control,0,5
2593,2025-10-01,email,0.17,1,0,57,0,14.56,control,0,1
2594,2025-10-01,email,0.34,1,0,39,1,195.4,control,0,0
2595,2025-10-01,push,0.26,2,0,7,0,164.5,personalized_text,0,1
2596,2025-10-01,email,0.22,1,0,29,0,94.93,personalized_text,0,5
2597,2025-10-01,email,0.08,3,1,21,1,184.85,personalized_text,0,4
2598,2025-10-01,email,0.14,2,1,8,0,186.9,control,0,0
2599,2025-10-01,email,0.51,2,1,67,0,111.28,control,0,5
2600,2025-10-01,push,0.3,0,2,4,0,54.43,control,0,2
2601,2025-10-01,email,0.13,2,1,18,1,102.55,control,0,4
2602,2025-10-01,email,0.33,4,0,26,0,71.71,personalized_text,1,2
2603,2025-10-01,email,0.44,2,0,52,0,95.12,control,0,5
2604,2025-10-01,email,0.17,2,2,4,0,183.16,personalized_text,1,3
2605,2025-10-01,email,0.23,2,1,28,0,63.55,control,0,4
2606,2025-10-01,email,0.25,3,0,0,0,169.4,personalized_text,0,1
2607,2025-10-01,email,0.13,4,2,51,0,187.71,control,0,2
2608,2025-10-01,push,0.31,4,2,8,0,162.96,control,0,1
2609,2025-10-01,email,0.13,1,0,38,0,110.18,control,0,5
2610,2025-10-01,email,0.07,2,1,27,1,117.16,personalized_text,0,0
2611,2025-10-01,push,0.13,6,2,1,0,165.73,control,1,2
2612,2025-10-01,push,0.3,6,1,6,0,18.46,control,0,2
2613,2025-10-01,email,0.14,2,1,9,0,149.83,control,1,0
2614,2025-10-01,email,0.24,4,0,65,0,110.48,control,0,0
2615,2025-10-01,email,0.26,2,0,19,0,85.46,control,0,0
2616,2025-10-01,push,0.09,0,0,73,0,155.72,control,0,5
2617,2025-10-01,text,0.69,0,0,1,0,60.59,personalized_text,0,0
2618,2025-10-01,push,0.2,5,1,0,0,180.15,personalized_text,0,3
2619,2025-10-01,email,0.42,1,0,88,0,140.81,personalized_text,0,2
2620,2025-10-01,push,0.24,2,2,38,0,125.93,control,0,5
2621,2025-10-01,email,0.42,0,0,45,0,109.39,control,0,5
2622,2025-10-01,email,0.38,1,1,74,0,50.42,personalized_text,0,3
2623,2025-10-01,email,0.26,2,3,125,1,127.22,control,1,3
2624,2025-10-01,text,0.07,0,0,3,0,147.73,personalized_text,0,1
2625,2025-10-01,email,0.55,4,2,5,0,12.22,personalized_text,0,2
2626,2025-10-01,push,0.13,1,0,6,0,79.62,personalized_text,0,2
2627,2025-10-01,email,0.09,2,3,51,0,168.17,personalized_text,0,5
2628,2025-10-01,email,0.39,1,1,13,0,130.12,control,0,2
2629,2025-10-01,email,0.3,2,1,26,0,126.9,personalized_text,0,2
2630,2025-10-01,email,0.24,2,1,57,0,53.44,control,0,0
2631,2025-10-01,push,0.17,3,0,34,0,130.1,personalized_text,0,4
2632,2025-10-01,email,0.5,1,2,2,1,159.37,personalized_text,0,1
2633,2025-10-01,push,0.1,2,1,17,0,86.33,control,1,1
2634,2025-10-01,push,0.28,0,2,2,1,44.6,control,0,0
2635,2025-10-01,text,0.09,1,3,19,0,24.68,control,1,3
2636,2025-10-01,email,0.38,0,1,7,0,106.08,control,0,4
2637,2025-10-01,email,0.66,4,2,0,1,139.93,personalized_text,0,1
2638,2025-10-01,email,0.35,2,1,50,1,40.9,control,0,3
2639,2025-10-01,text,0.14,1,0,104,1,90.07,control,0,2
2640,2025-10-01,text,0.42,5,0,99,0,118.04,control,1,5
2641,2025-10-01,email,0.18,1,0,10,0,39.61,personalized_text,0,4
2642,2025-10-01,push,0.16,3,1,52,1,61.28,control,1,4
2643,2025-10-01,email,0.24,2,0,34,0,125.6,personalized_text,0,5
2644,2025-10-01,push,0.07,1,1,48,0,147.75,control,0,2
2645,2025-10-01,email,0.56,1,1,56,0,130.84,control,0,1
2646,2025-10-01,push,0.26,3,1,117,0,145.59,control,0,4
2647,2025-10-01,email,0.28,2,3,4,0,120.49,personalized_text,0,0
2648,2025-10-01,push,0.52,0,1,44,0,168.81,personalized_text,0,0
2649,2025-10-01,push,0.53,1,2,39,1,167.08,control,0,0
2650,2025-10-01,push,0.18,0,1,10,0,161.29,control,0,5
2651,2025-10-01,email,0.28,2,3,14,0,119.34,control,0,4
2652,2025-10-01,email,0.14,2,1,5,0,198.88,personalized_text,0,1
2653,2025-10-01,email,0.46,2,1,73,0,17.43,personalized_text,0,5
2654,2025-10-01,email,0.55,3,1,63,0,47.17,control,1,3
2655,2025-10-01,email,0.06,4,0,28,0,163.69,personalized_text,0,1
2656,2025-10-01,text,0.57,2,3,21,0,167.0,control,0,3
2657,2025-10-01,email,0.11,2,1,7,0,165.56,personalized_text,0,4
2658,2025-10-01,email,0.19,3,0,46,1,175.82,personalized_text,0,2
2659,2025-10-01,email,0.09,3,3,0,0,90.3,personalized_text,0,3
2660,2025-10-01,email,0.33,1,2,18,1,187.05,personalized_text,0,3
2661,2025-10-01,push,0.12,0,0,59,0,49.74,personalized_text,0,1
2662,2025-10-01,email,0.22,2,1,28,0,188.02,control,0,4
2663,2025-10-01,text,0.21,3,0,30,0,115.77,control,0,1
2664,2025-10-01,email,0.04,1,1,2,0,41.14,personalized_text,0,4
2665,2025-10-01,text,0.34,2,0,10,1,149.85,personalized_text,0,3
2666,2025-10-01,push,0.03,5,0,33,0,66.22,control,0,2
2667,2025-10-01,email,0.2,5,0,1,0,51.89,control,1,5
2668,2025-10-01,text,0.41,3,2,12,0,42.69,personalized_text,1,4
2669,2025-10-01,email,0.43,4,0,13,0,15.59,personalized_text,0,3
2670,2025-10-01,push,0.2,3,0,20,1,155.28,personalized_text,0,5
2671,2025-10-01,email,0.11,4,0,13,0,102.44,control,0,5
2672,2025-10-01,push,0.31,4,1,18,0,195.96,control,1,2
2673,2025-10-01,push,0.34,7,2,23,0,93.46,personalized_text,1,1
2674,2025-10-01,push,0.39,1,0,4,0,170.24,personalized_text,0,1
2675,2025-10-01,push,0.25,2,4,5,0,193.94,personalized_text,0,4
2676,2025-10-01,email,0.42,3,1,53,0,14.27,personalized_text,0,4
2677,2025-10-01,email,0.21,0,1,18,0,30.01,personalized_text,0,4
2678,2025-10-01,email,0.21,3,1,13,0,76.09,personalized_text,0,1
2679,2025-10-01,email,0.21,2,0,17,0,175.32,personalized_text,1,4
2680,2025-10-01,push,0.31,2,0,5,1,169.21,control,0,3
2681,2025-10-01,email,0.24,1,0,8,0,79.68,control,0,5
2682,2025-10-01,text,0.52,0,1,21,1,47.98,personalized_text,1,0
2683,2025-10-01,push,0.5,2,0,13,1,162.44,personalized_text,1,0
2684,2025-10-01,push,0.28,2,2,19,0,123.41,personalized_text,0,4
2685,2025-10-01,email,0.06,2,0,4,0,16.0,control,0,3
2686,2025-10-01,push,0.56,2,3,5,0,162.8,personalized_text,0,3
2687,2025-10-01,text,0.38,2,1,14,0,191.82,control,0,3
2688,2025-10-01,email,0.08,4,0,14,0,18.0,personalized_text,0,5
2689,2025-10-01,push,0.41,2,1,64,0,64.32,control,0,2
2690,2025-10-01,push,0.06,3,1,1,0,165.7,personalized_text,0,5
2691,2025-10-01,email,0.07,2,1,148,0,121.08,control,0,3
2692,2025-10-01,email,0.23,3,1,94,1,197.98,personalized_text,1,1
2693,2025-10-01,email,0.8,1,1,23,0,183.95,control,1,1
2694,2025-10-01,email,0.14,5,0,38,0,43.87,control,0,3
2695,2025-10-01,email,0.55,2,0,82,0,138.07,personalized_text,0,0
2696,2025-10-01,email,0.42,1,2,8,0,134.12,personalized_text,0,2
2697,2025-10-01,email,0.14,5,1,11,1,31.06,personalized_text,0,5
2698,2025-10-01,email,0.32,3,1,3,0,27.01,control,0,1
2699,2025-10-01,text,0.57,2,2,24,1,118.19,control,1,1
2700,2025-10-01,email,0.36,2,1,5,0,86.56,control,0,1
2701,2025-10-01,text,0.09,2,2,80,0,113.63,personalized_text,0,5
2702,2025-10-01,email,0.05,2,0,16,0,55.38,personalized_text,0,2
2703,2025-10-01,email,0.43,3,1,75,0,115.77,control,0,3
2704,2025-10-01,email,0.16,1,1,6,1,82.85,control,0,2
2705,2025-10-01,email,0.24,1,0,35,0,178.63,personalized_text,0,3
2706,2025-10-01,email,0.18,2,0,31,1,68.16,control,0,4
2707,2025-10-01,push,0.21,2,1,15,1,175.46,personalized_text,1,1
2708,2025-10-01,email,0.2,0,1,68,0,84.1,control,0,5
2709,2025-10-01,push,0.14,3,3,17,0,119.85,control,1,0
